Ad Title,Brand,Platform,Date of Release,View Count,Celebrity Featured,Ad Copy / Script,Ad Link,Source
Mercedes-Benz Werbespot 1988,Mercedes-Benz,TikTok,2023-11-05,8733352,,Dein Style. Deine Regeln. Adidas Originals.,https://www.scholz.de/,Meta Ads Library
Adidas Werbespot 2017,Adidas,TikTok,2024-01-03,152206,Manuel Neuer,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.vollbrecht.de/,YouTube Leaderboard
Telekom Werbespot 1999,Telekom,YouTube,2022-04-09,1753274,,Saturn macht Technik zum Erlebnis!,http://tschentscher.de/,W&V
Mercedes-Benz Werbespot 1978,Mercedes-Benz,Instagram,2022-10-16,3249337,Joko Winterscheidt,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://soelzer.de/,YouTube Leaderboard
Hornbach Werbespot 2024,Hornbach,YouTube,2024-04-24,9977991,Manuel Neuer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.taesche.de/,YouTube Leaderboard
Lidl Werbespot 1978,Lidl,YouTube,2021-10-08,2189482,Florian David Fitz,"Telekom – Erleben, was verbindet.",http://www.nohlmans.com/,Meta Ads Library
Lidl Werbespot 2023,Lidl,Facebook,2023-11-01,4952041,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,https://haering.com/,YouTube Leaderboard
Saturn Werbespot 1971,Saturn,Instagram,2023-05-07,5435820,,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://freudenberger.com/,Meta Ads Library
Lidl Werbespot 2004,Lidl,Instagram,2020-07-26,6432301,Manuel Neuer,"Telekom – Erleben, was verbindet.",http://drewes.com/,W&V
Edeka Werbespot 2008,Edeka,Instagram,2022-03-15,2995161,Joko Winterscheidt,Saturn macht Technik zum Erlebnis!,https://zirme.com/,YouTube Leaderboard
Saturn Werbespot 2022,Saturn,Facebook,2025-01-12,6597312,Florian David Fitz,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.plath.com/,Deutscher Mediapreis
Lidl Werbespot 2018,Lidl,Facebook,2020-09-21,7245234,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://doering.com/,YouTube Leaderboard
Saturn Werbespot 2008,Saturn,Instagram,2020-08-26,594868,Helene Fischer,Jetzt bei Lidl: Qualität zum besten Preis!,http://www.drubin.net/,YouTube Leaderboard
Hornbach Werbespot 1994,Hornbach,Instagram,2021-08-18,324820,Lena Meyer-Landrut,Saturn macht Technik zum Erlebnis!,https://otto.com/,Meta Ads Library
Edeka Werbespot 1980,Edeka,YouTube,2023-05-23,4480062,,Fahr in die Zukunft mit dem neuen ID.4 von Volkswagen.,https://www.gutknecht.de/,W&V
Telekom Werbespot 2022,Telekom,TikTok,2020-05-08,8656691,Manuel Neuer,Saturn macht Technik zum Erlebnis!,http://hoerle.com/,Deutscher Mediapreis
Telekom Werbespot 1988,Telekom,TV,2023-06-19,9071856,Helene Fischer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,https://stahr.net/,YouTube Leaderboard
Telekom Werbespot 1980,Telekom,TV,2024-10-19,9526773,Helene Fischer,McDonald's – Ich liebe es.,https://www.losekann.de/,W&V
Adidas Werbespot 2001,Adidas,Instagram,2024-09-07,936012,,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.fiebig.com/,W&V
McDonald's Werbespot 1975,McDonald's,Instagram,2023-03-05,7721468,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://maelzer.de/,Meta Ads Library
Volkswagen Werbespot 2021,Volkswagen,TikTok,2020-08-11,6455196,Manuel Neuer,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.trupp.org/,W&V
Telekom Werbespot 1998,Telekom,YouTube,2023-09-18,8172175,Palina Rojinski,Jetzt bei Lidl: Qualität zum besten Preis!,https://anders.com/,Deutscher Mediapreis
Mercedes-Benz Werbespot 2017,Mercedes-Benz,Facebook,2023-09-24,3249558,Manuel Neuer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",https://www.schomber.de/,Meta Ads Library
Saturn Werbespot 2017,Saturn,TV,2023-03-26,9078958,Helene Fischer,Mach dich bereit – mit der neuen Nike Performance-Kollektion.,https://www.caspar.de/,Deutscher Mediapreis
McDonald's Werbespot 1996,McDonald's,TV,2021-05-14,631473,Manuel Neuer,Dein Style. Deine Regeln. Adidas Originals.,https://www.peukert.org/,YouTube Leaderboard
Adidas Werbespot 2005,Adidas,YouTube,2023-03-12,1992850,,Erlebe Luxus auf vier Rädern – Mercedes-Benz.,http://www.riehl.org/,Deutscher Mediapreis
McDonald's Werbespot 1986,McDonald's,Facebook,2022-11-18,3918850,Florian David Fitz,Jetzt bei Lidl: Qualität zum besten Preis!,https://www.bonbach.de/,YouTube Leaderboard
Volkswagen Werbespot 1987,Volkswagen,TV,2024-08-11,7915753,Manuel Neuer,Mach es zu deinem Projekt – mit Hornbach.,https://www.wesack.com/,YouTube Leaderboard
Mercedes-Benz Werbespot 2000,Mercedes-Benz,Facebook,2022-10-30,2899858,Manuel Neuer,"Entdecke die Vielfalt mit Edeka – frisch, regional, genial.",http://heinz.net/,W&V
Lidl Werbespot 1993,Lidl,TV,2022-11-03,2873692,Florian David Fitz,Mach es zu deinem Projekt – mit Hornbach.,https://www.kostolzin.net/,YouTube Leaderboard
Lidl Werbespot 1977,Lidl,YouTube,2023-01-31,9992064,Lena Meyer-Landrut,Mach es zu deinem Projekt – mit Hornbach.,http://dippel.de/,Meta Ads Library
Lidl Werbespot 1998,Lidl,Facebook,2020-12-28,5669678,,"Telekom – Erleben, was verbindet.",http://www.ehlert.de/,W&V
Lidl Werbespot 1975,Lidl,TikTok,2023-06-09,2314005,,Dein Style. Deine Regeln. Adidas Originals.,https://schaaf.de/,Meta Ads Library
